step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.344174257822107,0,0.0,0.9633826197275649,0,0.0,0.9613970816339579,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9680664399348918,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9645705391752102,0,0.0,0.9586671505620423,0,0.0,0.9625521045023957,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9646244514006348,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.422011865034463,0,0.0,0.9682234848585836,0,0.0,0.9673421090473696,0,0.0,1.0,0,0.0,1.0,0,0.0,0.943312910678358,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9680560793867127,0,0.0,0.9628064422221702,0,0.0,0.9660192329627245,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9014933540971126,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.375488162550539,0,0.0,0.7651039307454884,0,0.0,0.9238598475147466,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9457123160642338,0,0.0,0.828102019327216,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9341683418314184,0,0.0,0.9235391889090226,0,0.0,0.9378766090751033,0,0.0,0.8749176025021694,0,0.0,0.9205144620754363,0,0.0,0.961885358973268,0,0.0,0.9326221439165202,0,0.0,0.5561166766049062,0,0.0
20.0,3,6.0,0.10714285714285714,11.855406696861166,3,6.0,0.6147722990240796,0,0.0,0.934683856931346,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9610212003086955,0,0.0,0.9536663867043148,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7983230123659071,0,0.0,0.6460201996315165,0,0.0,0.963722655724743,0,0.0,0.9450306080996542,0,0.0,0.9573035531105754,0,0.0,0.9311861705069144,0,0.0,0.9581758646457154,0,0.0,0.9549122408339826,3,6.0
25.0,5,17.0,0.2361111111111111,10.978551252998841,0,5.0,0.6938498181126703,0,0.0,0.9570308908373977,0,0.0,0.9667230607720119,0,0.0,1.0,0,0.0,0.9702984762458944,0,0.0,0.9450801705833168,0,0.0,0.9733965643784911,0,0.0,1.0,2,5.0,0.6126522861281752,3,12.0,0.4571963506062821,0,0.0,0.831268388722697,0,0.0,0.86838736025941,0,0.0,0.9150999280618094,0,0.0,0.9459493164488244,0,0.0,0.9669685033605764,0,0.0,0.9364407830640848,5,22.0
30.0,6,16.0,0.2,9.80036582084575,2,6.0,0.6443129294547704,0,4.0,0.8869317767809506,0,0.0,0.9580031518769307,0,0.0,0.9631876116414761,0,0.0,0.921314600174108,0,0.0,0.596025546586321,0,0.0,0.9023208040625508,0,0.0,1.0,0,1.0,0.597590168533524,0,8.0,0.5305658999566332,2,6.0,0.5324113311001534,1,3.0,0.6223104285930467,0,2.0,0.8007821562231018,0,4.0,0.45042559876879984,0,0.0,0.9619024648966311,1,1.0,0.6191614166085352,6,35.0
35.0,8,26.0,0.2708333333333333,9.898438169574113,2,5.0,0.5827784063234955,0,4.0,0.8633218428988041,0,0.0,0.6296871561792572,0,0.0,0.9686750722775725,0,0.0,0.731201160613948,3,10.0,0.3132862402656611,0,0.0,0.9291904978858677,0,0.0,0.6833889585918852,0,0.0,0.9378183737271486,0,0.0,0.861065955740755,0,7.0,0.6134075260049893,0,6.0,0.5365975683385246,0,4.0,0.8942804246480719,0,4.0,0.8525464961909209,0,0.0,0.9351416135434547,3,15.0,0.5405393842310265,8,55.0
40.0,7,26.0,0.23214285714285715,10.453970621146217,3,15.0,0.6030531369705134,1,3.0,0.6661027734999634,0,2.0,0.43304896975730184,0,0.0,0.9321215525170158,2,7.0,0.6434768942334679,0,4.0,0.24574255121506472,0,6.0,0.5548143585300891,0,0.0,0.9481592619072082,0,0.0,0.9361544307664827,0,0.0,0.9654693584927606,0,4.0,0.9231908454611599,0,4.0,0.8835614445957767,0,4.0,0.9265381175505792,0,4.0,0.9068975215521607,1,1.0,0.7495565511030323,0,11.0,0.5657830388114955,7,65.0
45.0,5,7.0,0.058333333333333334,9.812919893844587,0,8.0,0.6798111476137131,2,7.0,0.46462940542645853,0,4.0,0.8387665136483013,0,0.0,0.6475752186862347,0,3.0,0.6171252943952326,0,4.0,0.4055091762272319,0,6.0,0.8491251734431154,0,0.0,0.9663545893523753,0,0.0,0.8878474482784051,0,0.0,0.9511951504293442,0,4.0,0.8511220217320485,0,6.0,0.7347712296843362,2,6.0,0.4466706332354563,1,6.0,0.5904113597096107,0,0.0,0.8517033651877528,0,6.0,0.8038151681925834,5,60.0
