step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.317813789623925,0,0.0,0.9351495802679441,0,0.0,0.9415247870597457,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9288318522172454,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9364908785550935,0,0.0,0.934506188139199,0,0.0,0.9374579132068059,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9335532251971411,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.217525136682923,0,0.0,0.9604308248148236,0,0.0,0.965034974036471,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9579703988337798,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9606482242876333,0,0.0,0.9600400569474485,0,0.0,0.9292162794273309,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9211183985720819,0,0.0,1.0,0,0.0
15.0,2,2.0,0.05,11.634142998364702,1,1.0,0.7805422719736316,1,1.0,0.6346077615623543,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8881476498820589,0,0.0,0.9600455768229299,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9629696694096782,0,0.0,0.9782995437368155,0,0.0,0.9676437211414467,0,0.0,0.7896988921417312,0,0.0,0.9321126791009431,0,0.0,0.9217510554918723,0,0.0,0.9734176490691412,0,0.0,0.622004291810419,2,2.0
20.0,4,20.0,0.35714285714285715,11.088686896125921,2,9.0,0.698760690030923,2,11.0,0.6392966387345461,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9654333575849925,0,0.0,0.8592004761354014,0,0.0,1.0,0,0.0,1.0,0,0.0,0.7110049273579879,0,0.0,0.765708815736627,0,0.0,0.9455548544225335,0,0.0,0.9377399758915183,0,0.0,0.92757232649981,0,0.0,0.9333006911120754,0,0.0,0.9497057273190779,0,0.0,0.9337052496863606,4,20.0
25.0,4,12.0,0.16666666666666666,10.413085597941615,0,0.0,0.6927009291129101,0,1.0,0.6719307089522728,0,0.0,0.9614684736793894,0,0.0,0.9192204316481376,0,0.0,0.7684003900932591,0,0.0,0.8732040151204378,0,0.0,1.0,0,0.0,1.0,2,6.0,0.6572378746684607,2,6.0,0.5994380891153581,0,4.0,0.7966001431782601,0,4.0,0.6779584691848065,0,0.0,0.954741335333072,0,0.0,0.9799341717663991,0,0.0,0.9667346815025201,0,0.0,0.9532390482639475,4,21.0
30.0,7,22.0,0.275,9.790277172731285,2,7.0,0.6572413698754817,2,5.0,0.7129006357218021,0,0.0,0.9454871801177371,0,0.0,0.9260984320944468,1,5.0,0.4315810617812889,0,0.0,0.948790313113028,0,0.0,0.8713047222911143,0,0.0,1.0,0,0.0,0.5990700141526973,0,4.0,0.6285880133075891,0,4.0,0.9186071796755374,2,9.0,0.7073554703068367,0,2.0,0.3964334218926445,0,0.0,0.38118955947860217,0,0.0,0.9678264600539467,0,0.0,0.6741087487701419,7,36.0
35.0,3,10.0,0.10416666666666667,10.231614578987156,0,1.0,0.66529340733804,1,1.0,0.5909425093585318,0,0.0,0.5392406673670189,0,0.0,0.9134189833244214,0,0.0,0.6493246115663728,0,2.0,0.38091698952767167,0,0.0,0.9786737484505673,0,0.0,1.0,0,4.0,0.7680429661348448,0,0.0,0.9669542806781461,0,4.0,0.9062625830620458,0,5.0,0.7430152147769576,0,8.0,0.7231257002648238,0,2.0,0.8509959352067863,0,0.0,0.9267871858474303,2,9.0,0.5228479706925463,3,36.0
40.0,10,29.0,0.25892857142857145,10.116479537082864,2,7.0,0.7091676711640067,3,16.0,0.644394915394401,1,3.0,0.10925143833091706,1,1.0,0.46209156341364016,0,0.0,0.9356956724416196,0,4.0,0.833368133175466,0,0.0,0.9706696709530018,0,0.0,0.9280550832206734,1,7.0,0.7751288341044253,0,0.0,0.9898517130298886,1,2.0,0.7311574362662767,1,5.0,0.34731669500503654,0,8.0,0.8801813120268206,0,2.0,0.9257482682846412,0,0.0,0.9520230821343044,0,4.0,0.5007708319457062,10,59.0
45.0,7,25.0,0.20833333333333334,9.72019163956254,0,3.0,0.7269255769036764,0,11.0,0.7568814702513028,0,4.0,0.778443870516897,1,6.0,0.7508344975068819,0,0.0,0.9405223127719561,0,4.0,0.9101951978291171,0,3.0,0.2691180515516847,0,0.0,0.9277633209214391,3,18.0,0.6649839907966725,0,0.0,0.7521956752599459,1,5.0,0.5365247103941363,1,12.0,0.2889850784167153,1,9.0,0.6623700630228384,0,0.0,0.8900102404338757,0,0.0,0.9518360632341529,0,2.0,0.7239533214233683,7,77.0
50.0,10,36.0,0.2647058823529412,9.41684761894515,0,0.0,0.6977549841553338,2,6.0,0.4859900169815742,0,6.0,0.8698865970822036,0,0.0,0.9104554891751832,0,0.0,0.7785820660232814,0,0.0,0.7940454785257502,1,8.0,0.698815026588178,1,2.0,0.46411700779027176,1,12.0,0.4008080977388699,2,7.0,0.4986369143668724,2,15.0,0.7363805568767205,1,15.0,0.8186139883160702,0,6.0,0.3314275423999502,0,0.0,0.9338829885626054,0,0.0,0.7912452532191774,0,4.0,0.870565658307762,10,81.0
55.0,16,65.0,0.4304635761589404,9.804980938629104,0,1.0,0.7501273375865928,0,6.0,0.5493722886968043,0,4.0,0.8595265566454655,0,0.0,0.9037045523248222,2,6.0,0.7276650525186391,0,0.0,0.9168795067864718,1,13.0,0.8035657818584567,1,9.0,0.6587409557343898,4,26.0,0.4801905352047756,0,3.0,0.5761367706417433,0,4.0,0.8502200598293532,0,7.0,0.8903960753158481,5,19.0,0.4815876149051348,0,0.0,0.9589484860982165,3,13.0,0.514727039829804,0,2.0,0.8629133313428826,16,113.0
60.0,12,39.0,0.2484076433121019,9.876688677469492,2,5.0,0.70429731417066,0,4.0,0.7025245771195623,0,4.0,0.8472946194312957,0,0.0,0.8846977797666351,4,21.0,0.5437402778580416,0,0.0,0.9380897154887635,1,2.0,0.7262811355569462,0,4.0,0.8581622918005196,0,19.0,0.6831784746210742,0,4.0,0.8032500624040023,2,7.0,0.52927215369431,2,6.0,0.525459224160571,0,21.0,0.7556876096689619,0,8.0,0.7306123110944435,0,8.0,0.7730405851373466,1,7.0,0.5357822288416274,12,120.0
65.0,18,51.0,0.2947976878612717,9.517014862536762,4,21.0,0.6232945028500064,0,4.0,0.7743217396070572,1,4.0,0.5413675352919437,0,0.0,0.8482127922703895,1,16.0,0.4719442315662747,0,2.0,0.8651720960351893,1,7.0,0.641246090577169,1,6.0,0.7347854410956095,3,12.0,0.738781787573004,1,5.0,0.767108081892654,1,4.0,0.5350012597190534,3,20.0,0.1855238303832379,2,10.0,0.5605448078619114,0,8.0,0.8816819029853573,0,4.0,0.911890165723061,0,6.0,0.7321677303471795,18,129.0
