step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.123270854071032,0,0.0,0.9543588687256817,0,0.0,0.9533834469877146,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9563753744648694,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9589589770936037,0,0.0,0.9569463831736459,0,0.0,0.9596127462305141,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9595194810994181,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.287740497718275,0,0.0,0.9650237968367347,0,0.0,0.9651233229435047,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9590071790527499,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9644336982561259,0,0.0,0.9646251526505815,0,0.0,0.9622197923721552,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9294047156647558,0,0.0,1.0,0,0.0
15.0,2,4.0,0.1,12.144670229303355,1,2.0,0.8626076334439717,0,0.0,0.7884795699314064,0,0.0,1.0,0,0.0,1.0,1,2.0,0.6856280687598325,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9387117447882075,0,0.0,0.9861923044669049,0,0.0,0.9736797816140709,0,0.0,0.83738863279634,0,0.0,0.9577522389143606,0,0.0,0.9336072721625893,0,0.0,0.9876090369793052,0,0.0,0.7829224124155507,2,4.0
20.0,2,7.0,0.125,11.296498262087507,0,0.0,0.7824462727888086,2,9.0,0.5166110044811751,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8204198266932121,0,2.0,0.45908707661360293,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9371209747072504,0,0.0,0.948249662531532,0,0.0,0.9590302537347614,0,0.0,0.947774264685702,0,0.0,0.9512383065782831,0,0.0,0.9380663909745688,0,0.0,0.9581550963630573,0,0.0,0.926841736199803,2,11.0
25.0,3,8.0,0.1111111111111111,11.170019714314947,2,7.0,0.7607573549286726,0,6.0,0.7077757699392841,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9760107544877274,0,2.0,0.9205546669847431,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9873812410687046,0,0.0,0.9625821186891115,0,0.0,0.7929058036611979,0,4.0,0.6648544950339804,1,1.0,0.7330320989566873,0,0.0,0.6913643924528317,0,0.0,0.9485292846070776,0,0.0,0.9555258366409861,3,20.0
30.0,3,13.0,0.1625,10.807789083450377,0,0.0,0.6587012310373281,0,2.0,0.8288137794465115,0,2.0,0.7798318087902321,0,0.0,1.0,0,0.0,0.9721216263167851,0,2.0,0.9515508753569533,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9421008517510139,0,0.0,0.9159003539849916,0,4.0,0.7550590509605591,2,12.0,0.6008797680280897,0,0.0,0.9725944116589929,1,5.0,0.561114209240426,0,2.0,0.8543585907972183,0,0.0,0.9657167670540971,3,29.0
35.0,4,9.0,0.09375,10.668311835513423,2,6.0,0.6276814570381062,0,0.0,0.6820782239753187,0,2.0,0.9012315318102093,0,2.0,0.46547680836456856,0,0.0,0.9362911060401533,0,0.0,0.9407965652291898,0,0.0,0.9228289600951857,0,0.0,1.0,0,0.0,0.8574061485876996,1,1.0,0.7681476113406289,1,6.0,0.7496780910382608,0,6.0,0.6414478915251054,0,4.0,0.7373075145716539,0,1.0,0.7319214804726742,0,2.0,0.876100016732052,0,0.0,0.9681371804612547,4,30.0
40.0,6,18.0,0.16071428571428573,10.226343708976204,0,3.0,0.6948115909303721,1,9.0,0.5173233010112269,2,5.0,0.6554877191025013,0,4.0,0.9501996615899116,0,0.0,0.9535678427335329,0,0.0,0.7500997102806664,0,0.0,0.9415255795537771,0,0.0,1.0,0,0.0,0.9402668476619281,1,6.0,0.5283925580487001,0,4.0,0.8387817635020458,1,8.0,0.31009623834665045,0,4.0,0.8937996406800488,0,0.0,0.9638842661430833,1,5.0,0.7142081180921941,0,0.0,0.9252715882564314,6,48.0
45.0,9,28.0,0.23333333333333334,9.419534828234259,1,2.0,0.6710869906428536,0,6.0,0.6954947289878973,3,17.0,0.5514766624989424,0,4.0,0.9568429245594218,0,0.0,0.9336392410167895,2,4.0,0.41252186908794575,0,0.0,0.9663005892894786,0,0.0,0.9079211255653584,0,0.0,0.9240704739313889,0,3.0,0.6684508366246685,1,5.0,0.5337681219033567,0,9.0,0.5047537670714722,1,6.0,0.827723282434866,0,4.0,0.4499123933323352,1,4.0,0.553296783510918,0,7.0,0.44919148489972965,9,71.0
