step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,13.257417981172615,0,0.0,0.9427238347307283,0,0.0,0.9481242338389634,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9427246094681941,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9454561260254817,0,0.0,0.9437088683920958,0,0.0,0.9396470898981933,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9500009403862957,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,13.121966150254273,0,0.0,0.9390514906104481,0,0.0,0.9516582150386167,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9608949890328577,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9631807661576826,0,0.0,0.9650640304342868,0,0.0,0.9609695694156297,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9078610352734573,0,0.0,1.0,0,0.0
15.0,1,2.0,0.05,12.375480956472567,1,2.0,0.8135528496167702,0,0.0,0.954491039805363,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9271017588187684,0,0.0,0.8323918001232611,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9416750352375571,0,0.0,0.9448512023491349,0,0.0,0.9353155756158937,0,0.0,0.9234281943214677,0,0.0,0.9540061397042855,0,0.0,0.9519118012266826,0,0.0,0.9141240550800415,0,0.0,0.7507764730511137,1,2.0
20.0,1,1.0,0.017857142857142856,12.217516928453477,0,0.0,0.8097386435356112,1,3.0,0.7311882447778422,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9540643148538596,0,0.0,0.9200802178433182,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9330140334710872,0,0.0,0.9584736327748918,0,0.0,0.9599992752450444,0,0.0,0.819200176694469,0,0.0,0.9135475047989289,0,0.0,0.9371833974512631,0,0.0,0.950842787916014,0,0.0,0.9370786785666342,1,3.0
25.0,5,15.0,0.20833333333333334,11.303616476119377,1,4.0,0.7306587195825059,2,9.0,0.680241549051349,0,0.0,0.8409956606679947,0,0.0,1.0,0,0.0,0.9553363129046063,0,0.0,0.9343826122047969,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9503160880273129,0,0.0,0.968046431070724,0,0.0,0.7238106469465911,1,3.0,0.8248897501247299,0,0.0,0.8956698457703112,1,1.0,0.6982507359169452,0,0.0,0.9717672338550605,0,0.0,0.9790577655878971,5,17.0
30.0,2,9.0,0.1125,10.812540708149138,1,2.0,0.6601122940306412,0,6.0,0.6762131611327001,0,0.0,0.9552284148242439,0,2.0,0.6366594363536137,0,0.0,0.9290619376687838,0,0.0,0.9340265122902689,0,0.0,0.9194786109185766,0,0.0,1.0,0,0.0,0.9521575755435137,0,0.0,0.9414656206568862,0,3.0,0.6617963880019166,1,12.0,0.5668484136092516,0,0.0,0.9571978129449054,0,0.0,0.9354290544804473,0,2.0,0.7807311602036907,0,0.0,0.9361728358420021,2,27.0
35.0,7,20.0,0.20833333333333334,10.329484573128493,2,9.0,0.6531613417259158,2,4.0,0.4595410315727288,0,0.0,0.7294491653123685,0,2.0,0.9337640714884542,0,0.0,0.9183617323938916,0,0.0,0.9703341358352279,0,0.0,0.9361288064681916,0,0.0,1.0,0,0.0,0.953475879898602,0,0.0,0.9454307105958654,1,8.0,0.7300525561023669,1,6.0,0.6340861236487012,0,0.0,0.6414166648835229,0,0.0,0.9736401600613352,0,2.0,0.9314421221158596,1,4.0,0.6562446510890968,7,35.0
40.0,9,33.0,0.29464285714285715,9.93327202430044,0,6.0,0.649813850436781,1,13.0,0.4834575646500635,0,0.0,0.6616055048837018,0,2.0,0.7700857766472834,0,0.0,0.9459241112369249,0,0.0,0.9318247219974314,0,0.0,0.9350041036915075,0,0.0,0.9474095060900887,0,2.0,0.8989013040105105,0,0.0,0.951216320338729,0,5.0,0.8362203576882221,4,18.0,0.5495324179843875,2,8.0,0.5772897161547864,0,0.0,0.9515268022041322,0,0.0,0.8972066322905593,2,11.0,0.5207331442007854,9,65.0
45.0,14,65.0,0.5416666666666666,9.489031768980059,3,9.0,0.5709259114075272,2,14.0,0.6019470833557864,2,9.0,0.19177613282148714,0,0.0,0.9586251740447265,0,0.0,0.9409668489334013,1,1.0,0.6142891188153241,0,0.0,0.7432648902201477,0,0.0,0.9400795713326051,0,4.0,0.8757264934808483,1,1.0,0.7146746164781542,0,3.0,0.5045731748621297,4,36.0,0.5723326444888545,0,2.0,0.6578761794483396,0,0.0,0.9174038531976032,1,4.0,0.6355057018626826,0,6.0,0.7483813033936274,14,89.0
