step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.786076491435445,0,0.0,0.9266903697396781,0,0.0,0.9414925452676803,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9323949371747419,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9255845672721552,0,0.0,0.9406564970228316,0,0.0,0.9414160253160507,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9373172169017152,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.913672059287554,0,0.0,0.951837461198296,0,0.0,0.9555708329438517,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9507000017939067,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9512473908017156,0,0.0,0.9527521958724083,0,0.0,0.8311851154237888,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9415287042230812,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,12.342347118048385,0,0.0,0.8703980018232006,0,0.0,0.9293453273054453,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9193309059898166,0,0.0,0.9550119715543326,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9409991518264936,0,0.0,0.9495430605423133,0,0.0,0.9370251924854469,0,0.0,0.6803257366926174,0,0.0,0.9512367186215912,0,0.0,0.9249999892354136,0,0.0,0.9237955643785756,0,0.0,0.7258118374190762,0,0.0
20.0,2,4.0,0.07142857142857142,12.05640090393957,2,4.0,0.6632542738398782,0,0.0,0.9226946181237752,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9405452705410307,0,0.0,0.9490398903035496,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9429165255472861,0,0.0,0.9459097212356915,0,0.0,0.9656345543763459,0,0.0,0.8764723477424529,0,0.0,0.9549090085322952,0,0.0,0.9393130367688981,0,0.0,0.9344546827394096,0,0.0,0.951733960975704,2,4.0
25.0,1,1.0,0.013888888888888888,11.211034647579858,1,5.0,0.6978817255661691,0,0.0,0.9372069171605308,0,0.0,1.0,0,0.0,1.0,0,0.0,0.8824639167011388,0,0.0,0.917723410656894,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9743648952392969,0,0.0,0.7992548389055562,0,2.0,0.8875095446070713,0,0.0,0.8871422740355698,0,0.0,0.9150527904426727,0,0.0,0.5097904685901182,0,0.0,0.8705024254686201,0,0.0,0.7005377614400405,1,7.0
30.0,14,34.0,0.425,8.766739359069769,2,8.0,0.6475613229597394,1,2.0,0.6206708879871602,0,0.0,0.9197002128560161,0,2.0,0.45523564220751767,2,5.0,0.5955430611955543,1,1.0,0.4031463352497975,0,0.0,0.9771182053745843,0,0.0,1.0,0,0.0,0.8014150821548112,2,6.0,0.4654482925146904,0,4.0,0.8711888668032802,1,2.0,0.6035703534654864,0,0.0,0.9463144283342874,0,0.0,0.9237159309326775,3,5.0,0.4687001376025972,2,5.0,0.45991079630349496,14,40.0
35.0,5,17.0,0.17708333333333334,8.833423295123213,0,2.0,0.64460121494457,0,5.0,0.6143963257138334,0,4.0,0.7146676082197131,0,2.0,0.96137847649237,0,0.0,0.6350262784689543,3,13.0,0.11642750629966168,0,0.0,0.9011957311116943,0,0.0,1.0,2,6.0,0.6869438723375346,0,5.0,0.609797344702964,0,4.0,0.8851413469674341,0,7.0,0.5298746427379692,0,4.0,0.3968310018761848,0,2.0,0.458421892108319,0,4.0,0.6426818081217275,0,8.0,0.6137777438494413,5,66.0
40.0,2,7.0,0.0625,10.569149974230115,1,5.0,0.690108460577851,0,4.0,0.9135609482107684,0,4.0,0.8889851932442318,0,2.0,0.7650214098415916,0,0.0,0.9664007270256805,0,10.0,0.7636956316299818,0,2.0,0.21822829618109182,0,0.0,1.0,0,0.0,0.5635318909143403,0,0.0,0.8768505989893643,0,2.0,0.8139799304068209,0,4.0,0.9030926687322851,0,6.0,0.7974538066022918,0,4.0,0.8256919370635541,0,0.0,0.9098284047711732,1,6.0,0.6783227716454223,2,49.0
45.0,9,34.0,0.2833333333333333,10.327179864849393,1,6.0,0.6383946827159004,0,0.0,0.8372700330217508,0,4.0,0.9053640791347684,0,0.0,0.6551134831899245,0,0.0,0.9581180850881212,0,2.0,0.8799715792378638,1,9.0,0.7467523670253234,0,0.0,0.5587440671933273,2,7.0,0.4963256768784651,0,0.0,0.9451214364981164,2,9.0,0.4022007756328046,0,4.0,0.8285088049195483,0,6.0,0.8866982615824396,0,4.0,0.8808569441455896,0,0.0,0.9152494438634827,3,16.0,0.5714506334217554,9,67.0
