step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,10_stopped,10_accumulated_waiting_time,10_average_speed,11_stopped,11_accumulated_waiting_time,11_average_speed,12_stopped,12_accumulated_waiting_time,12_average_speed,13_stopped,13_accumulated_waiting_time,13_average_speed,14_stopped,14_accumulated_waiting_time,14_average_speed,15_stopped,15_accumulated_waiting_time,15_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,4_stopped,4_accumulated_waiting_time,4_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,7_stopped,7_accumulated_waiting_time,7_average_speed,8_stopped,8_accumulated_waiting_time,8_average_speed,9_stopped,9_accumulated_waiting_time,9_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,0,0.0,0.0,12.517934500116706,0,0.0,0.9195794184509979,0,0.0,0.9277393618852237,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9221213046459271,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9270882026749988,0,0.0,0.9185664032657985,0,0.0,0.9348761224249491,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9185026410976469,0,0.0,1.0,0,0.0
10.0,0,0.0,0.0,12.650478412900892,0,0.0,0.9594322367009185,0,0.0,0.9653138657565513,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9647906062695921,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9665737540277133,0,0.0,0.963102807426913,0,0.0,0.8334715973198139,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9629545359974176,0,0.0,1.0,0,0.0
15.0,0,0.0,0.0,11.769289668300123,0,0.0,0.8225149562178782,0,0.0,0.8909878935398723,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9457668828074657,0,0.0,0.9055000332850512,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9425251785683292,0,0.0,0.7288422078109851,0,0.0,0.9596730195176506,0,0.0,0.8050953898629112,0,0.0,0.9880290606166591,0,0.0,1.0,0,0.0,0.9346510727758339,0,0.0,0.900606211581808,0,0.0
20.0,2,8.0,0.14285714285714285,11.36306446196558,1,3.0,0.6487312823832173,0,0.0,0.9068561440284804,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9481744171289541,0,0.0,0.9324021686384611,0,0.0,1.0,0,0.0,1.0,0,0.0,0.944203626997205,1,5.0,0.45761971427027065,0,0.0,0.9528548291509021,0,0.0,0.9388868611762371,0,0.0,0.9344363066634713,0,0.0,1.0,0,0.0,0.9440877533165226,0,0.0,0.9461063747450988,2,8.0
25.0,3,4.0,0.05555555555555555,10.6851421356774,0,2.0,0.6785489622488092,2,3.0,0.6853550242927655,0,0.0,0.9559295527701652,0,0.0,1.0,0,0.0,0.9165025081155566,0,0.0,0.9545603515179394,0,0.0,1.0,0,0.0,1.0,0,0.0,0.9745876018512265,0,3.0,0.6405810099470505,0,1.0,0.8573517408183958,0,0.0,0.8135459496860515,0,0.0,0.9623767243500502,0,2.0,0.4942539845050662,1,1.0,0.6196213578139048,0,0.0,0.9531631586496258,3,12.0
30.0,7,25.0,0.3125,10.701380857923109,2,7.0,0.6372423653494017,0,1.0,0.651685734426822,0,0.0,0.9371260090983246,0,0.0,1.0,0,0.0,0.9585599755649534,0,0.0,0.9506433277705112,0,0.0,0.9514146101793147,0,0.0,1.0,0,0.0,0.9259385838518936,0,0.0,0.8797097356056918,0,3.0,0.893268069560359,2,9.0,0.5476051589367138,0,0.0,0.9525259519201053,0,4.0,0.8561208112920694,3,13.0,0.40916045151950664,0,0.0,0.9389944126231715,7,37.0
35.0,3,4.0,0.041666666666666664,9.932792294846385,0,3.0,0.727400992674335,2,4.0,0.6067153903902117,0,0.0,0.9562188689238713,0,0.0,1.0,0,0.0,0.6861339374102549,0,0.0,0.9183023388215767,0,0.0,0.9517217362195551,0,0.0,1.0,0,0.0,0.8232930013289735,0,0.0,0.934670961037982,1,5.0,0.7357904264418212,0,4.0,0.5786641858170453,0,0.0,0.7287802766545233,0,4.0,0.8732091972746198,0,8.0,0.4864921859029037,0,6.0,0.4238430347656667,3,34.0
40.0,14,53.0,0.4732142857142857,9.936082793478741,2,5.0,0.7575761320514363,1,5.0,0.7749124959858723,0,0.0,0.7621119983620316,0,0.0,0.9525593748346173,2,8.0,0.503955113451538,0,0.0,0.9271318934963085,0,0.0,0.9625268340621552,0,0.0,0.9466235115402104,1,9.0,0.5333851303173324,0,0.0,0.9624213854837514,3,15.0,0.5711530239107313,3,17.0,0.5757292457031317,2,6.0,0.10327636661640156,0,0.0,0.8809110366369408,0,0.0,0.8798494983550098,0,6.0,0.8530749511181839,14,71.0
45.0,6,19.0,0.15833333333333333,9.158597410382049,0,1.0,0.6906043154060378,2,12.0,0.6544929772445859,2,8.0,0.42107833096662656,0,0.0,0.9157407873474129,0,3.0,0.5630113665846698,0,4.0,0.44016702656628287,0,0.0,0.8653338724502486,0,0.0,0.9213858403602003,0,7.0,0.7323705292294063,0,0.0,0.9515600767653193,1,15.0,0.38880269757464797,1,17.0,0.30286458834066443,0,9.0,0.35182010008252085,0,2.0,0.8029088308448413,0,0.0,0.8959315549591549,0,6.0,0.8892938166171143,6,84.0
